specification,n,male_inferred_coefficient,male_inferred_p_value,r_squared
primary,61,-0.04277843559572568,0.37934677381886484,0.7559645750534931
exclude_sculpture,61,-0.04277843559572568,0.37934677381886484,0.7559645750534931
pool_sculpture_with_other,61,-0.04277843559572568,0.37934677381886484,0.7559645750534931
