objectID,department,title,artistDisplayName,inferred_gender,century,medium_category,img_width,img_height,aspect_ratio,score_set_1_masterpiece,score_set_2_quality,score_set_3_influence,score_set_4_neutral_control,mean_value_score
319633,The Michael C. Rockefeller Wing,Cylindrical Vessel,,unknown,5th c. CE,other,468,624,0.75,6.92274284362793,-4.436898231506348,-0.7208766937255859,-1.2736778259277344,0.12282252311706543
312643,The Michael C. Rockefeller Wing,Yoke,,unknown,6th c. CE,other,599,410,1.46,5.263825416564941,-2.9876184463500977,-4.621731758117676,1.7271575927734375,-0.15459179878234863
309958,The Michael C. Rockefeller Wing,Bead,Moche artist(s),unknown,2th c. CE,other,600,596,1.01,4.473575592041016,-4.621159553527832,-0.9050178527832031,-1.8930950164794922,-0.7364242076873779
314523,The Michael C. Rockefeller Wing,Cylindrical Vessel,,unknown,1th c. BCE,other,599,611,0.98,8.896857261657715,-4.397052764892578,0.8361225128173828,-2.2068920135498047,0.7822587490081787
316304,The Michael C. Rockefeller Wing,Tripod Plate,,unknown,8th c. CE,other,508,625,0.81,4.453105926513672,-5.552770614624023,-0.2980060577392578,-2.355175018310547,-0.9382114410400391
314522,The Michael C. Rockefeller Wing,Tetrapod Jar,,unknown,2th c. BCE,other,600,584,1.03,7.571794509887695,-0.9470748901367188,0.6357936859130859,-1.0589122772216797,1.5504002571105957
314827,The Michael C. Rockefeller Wing,Tripod Bird Bowl,,unknown,2th c. CE,other,499,624,0.8,5.084310531616211,-1.4168624877929688,0.8650608062744141,-1.2357978820800781,0.8241777420043945
316711,The Michael C. Rockefeller Wing,Vessel with Seated Lord,,unknown,6th c. CE,other,534,624,0.86,5.381546974182129,-3.448251724243164,-0.11565589904785156,-0.2018108367919922,0.4039571285247803
314518,The Michael C. Rockefeller Wing,Tetrapod Bowl,,unknown,1th c. CE,other,599,478,1.25,8.205438613891602,-3.5291919708251953,-1.2685699462890625,-3.3531570434570312,0.013629913330078125
314524,The Michael C. Rockefeller Wing,Cylindrical Vessel,,unknown,1th c. CE,other,444,625,0.71,10.815231323242188,-4.001668930053711,0.877899169921875,-4.450113296508789,0.8103370666503906
316813,The Michael C. Rockefeller Wing,"Jar, Ritual Scenes",,unknown,7th c. CE,other,520,625,0.83,4.170124053955078,-1.804922103881836,2.885822296142578,-1.784637451171875,0.8665966987609863
320804,The Michael C. Rockefeller Wing,Hanging (?) Fragment,,unknown,15th c. CE,other,324,624,0.52,2.8480701446533203,-6.007656097412109,-3.7059459686279297,-3.801370620727539,-2.6667256355285645
