specification,n,male_inferred_coefficient,male_inferred_p_value,r_squared
primary,61,-0.028228751925788154,0.2506085040780759,0.7874820419511955
exclude_sculpture,61,-0.028228751925788154,0.2506085040780759,0.7874820419511955
pool_sculpture_with_other,61,-0.028228751925788154,0.2506085040780759,0.7874820419511955
