objectID,title,department,classification,culture,medium,objectDate,objectBeginDate,objectEndDate,artistDisplayName,artistNationality,artistGender,artistBeginDate,artistEndDate,primaryImage,primaryImageSmall,tags,creditLine,isHighlight,source_harvest,inferred_gender,century,medium_category
313240,Relief with enthroned ruler,The Michael C. Rockefeller Wing,Stone-Sculpture,Maya,"Limestone, paint",770 CE,770,775,Chakalte',Guatemalan or Mexican,,740.0,825.0,https://images.metmuseum.org/CRDImages/ao/original/DP104826.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP104826.jpg,Kings;Men;Thrones,"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979",True,results_harvest_17_departments/met_metadata.csv,unknown,8th c. CE,other
310227,Double-chambered bottle with monkeys,The Michael C. Rockefeller Wing,Ceramics-Containers,Topará,Ceramic,200 BCE–100 CE,-200,100,Topará artist(s),,,,,https://images.metmuseum.org/CRDImages/ao/original/DP-23891-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-23891-001.jpg,Monkeys,"Gift of Nathan Cummings, 1976",False,results_harvest_17_departments/met_metadata.csv,unknown,3th c. BCE,other
733038,Arganonä Maryam (The Organ of Mary) prayer book,The Michael C. Rockefeller Wing,Hide-Documents,,"Parchment, pigment ink, wood, leather, fiber",late 17th century,1650,1700,"Baselyos, also known as ""The Ground Hornbill Master""",Ethiopian,,1650.0,1700.0,https://images.metmuseum.org/CRDImages/ao/original/DP167981.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP167981.jpg,,"Louis V. Bell Fund, 2006",False,results_harvest_17_departments/met_metadata.csv,unknown,17th c. CE,drawing_paper
318674,Altar to the Sun Warrior,The Michael C. Rockefeller Wing,Stone Sculpture,Nahua,Stone,1450-1521 CE,1450,1521,Mexico Nahua artist(s),,,,,https://images.metmuseum.org/CRDImages/ao/original/DP-39200-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-39200-001.jpg,Animals;Birds,"Museum Purchase, 1900",False,results_harvest_17_departments/met_metadata.csv,unknown,15th c. CE,other
718242,Plate with the god Chahk,The Michael C. Rockefeller Wing,Calligraphy,Maya,"Ceramic, slip",600-800 CE,600,800,Maya artist(s),,,,,https://images.metmuseum.org/CRDImages/ao/original/DP-23101-003.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-23101-003.jpg,,"Gift of the Mol Collection, 2021",False,results_harvest_17_departments/met_metadata.csv,female,7th c. CE,other
313262,Deity figure,The Michael C. Rockefeller Wing,Stone-Sculpture,Maya,Pyroxene jadeite,200–600 CE,200,600,Maya artist(s),,,,,https://images.metmuseum.org/CRDImages/ao/original/DP-23472-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-23472-001.jpg,,"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979",False,results_harvest_17_departments/met_metadata.csv,female,3th c. CE,other
309713,Yoke-form vessel,The Michael C. Rockefeller Wing,Ceramics-Containers,Maya,"Ceramic, red pigment (possibly cinnabar)",350–450 CE,350,450,Maya artist(s),,,,,https://images.metmuseum.org/CRDImages/ao/original/DT11169.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT11169.jpg,Faces;Men,"Purchase, Mrs. Charles S. Payson Gift, 1970",False,results_harvest_17_departments/met_metadata.csv,female,4th c. CE,other
307598,Eagle relief,The Michael C. Rockefeller Wing,Stone-Sculpture,Toltec,"Andesite or dacite, Maya blue, stucco, red pigment",900–1200 CE,900,1200,Toltec artist(s),,,,,https://images.metmuseum.org/CRDImages/ao/original/DP-17616-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-17616-001.jpg,Eagles,"Gift of Frederic E. Church, 1893",False,results_harvest_17_departments/met_metadata.csv,unknown,10th c. CE,other
310513,Ornament,The Michael C. Rockefeller Wing,Stone-Ornaments,Maya,Jade,400–900 CE,400,900,Maya artist(s),,,,,https://images.metmuseum.org/CRDImages/ao/original/DP-25387-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25387-001.jpg,,"The Michael C. Rockefeller Memorial Collection, Gift of Mr. and Mrs. Julius Carlebach, 1960",False,results_harvest_17_departments/met_metadata.csv,female,5th c. CE,other
317760,Pair of carved ornaments with the Maize God,The Michael C. Rockefeller Wing,Shell-Ornaments,Maya,Shell,400–700 CE,400,700,Maya artist(s),,,,,https://images.metmuseum.org/CRDImages/ao/original/DP-24306-003.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-24306-003.jpg,,"Purchase, Arthur M. Bullowa Bequest, 1995",False,results_harvest_17_departments/met_metadata.csv,female,5th c. CE,other
316709,Nose ornament,The Michael C. Rockefeller Wing,Metal-Ornaments,Vicús,Gold,100 BCE–500 CE,-100,500,Vicús artist(s),,,,,https://images.metmuseum.org/CRDImages/ao/original/DP-25727-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25727-001.jpg,,"Jan Mitchell and Sons Collection, Gift of Jan Mitchell, 1991",False,results_harvest_17_departments/met_metadata.csv,unknown,2th c. BCE,other
307602,Prayer book with case (mahdar),The Michael C. Rockefeller Wing,Hide-Documents,,"Parchment (vellum), pigment (red, blue, ochre, and black), leather, wood, string",19th century,1800,1897,Wäldä Maryam,African,,,,https://images.metmuseum.org/CRDImages/ao/original/book3.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/book3.jpg,,"Purchase, 1895",False,results_harvest_17_departments/met_metadata.csv,unknown,19th c. CE,other
312581,House model,The Michael C. Rockefeller Wing,Ceramics-Sculpture,Nayarit,"Ceramic, slip",200 BCE–300 CE,-200,300,Nayarit artist(s),,,,,https://images.metmuseum.org/CRDImages/ao/original/DP-23907-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-23907-001.jpg,Houses;Dogs,"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979",False,results_harvest_17_departments/met_metadata.csv,unknown,3th c. BCE,other
309958,Bead,The Michael C. Rockefeller Wing,Metal-Ornaments,Moche,Gold,3rd–6th century,200,600,Moche artist(s),,,,,https://images.metmuseum.org/CRDImages/ao/original/DP-41709-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-41709-001.jpg,,"Gift and Bequest of Alice K. Bache, 1974, 1977",False,results_harvest_17_departments/met_metadata.csv,unknown,3th c. CE,other
310498,Standing figure,The Michael C. Rockefeller Wing,Stone-Sculpture,Mezcala,Greenstone,300 BCE–300 CE,-300,300,Mezcala artist(s),,,,,https://images.metmuseum.org/CRDImages/ao/original/DP-25391-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25391-001.jpg,,"The Michael C. Rockefeller Memorial Collection, Gift of Luis de Hoyos, 1959",False,results_harvest_17_departments/met_metadata.csv,unknown,4th c. BCE,other
126673,Pin (ttipqui),The Michael C. Rockefeller Wing,Metal-Ornaments,Peruvian,"Silver, glass",19th century,1800,1899,Peruvian artist(s),,,,,https://images.metmuseum.org/CRDImages/ao/original/DP-27227-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-27227-001.jpg,,"Gift of Mr. Hilary Knight, in memory of Mrs. Katharine Sturges Knight, 1982",False,results_harvest_17_departments/met_metadata.csv,unknown,19th c. CE,other
310467,Modified celt-pendant with incised motifs,The Michael C. Rockefeller Wing,Stone-Implements,Olmec,Jadeite,900–600 BCE,-900,-600,Olmec artist(s),,,,,https://images.metmuseum.org/CRDImages/ao/original/DP-23470-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-23470-001.jpg,,"The Michael C. Rockefeller Memorial Collection, Gift of Nelson A. Rockefeller, 1963",False,results_harvest_17_departments/met_metadata.csv,unknown,10th c. BCE,other
929079,Orchids and Rocks,Asian Art,Paintings,Korea,Hanging scroll; ink on silk,1888,1888,1888,Yi Ha-eung,Korean,,1820.0,1899.0,https://images.metmuseum.org/CRDImages/as/original/DP-44394-002.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-44394-002.jpg,,"Mary and Cheney Cowles Collection, Gift of Mary and Cheney Cowles, 2025",False,results_harvest_17_departments/met_metadata.csv,unknown,19th c. CE,drawing_paper
49068,Bamboo in Snow,Asian Art,Paintings,Japan,Pair of hanging scrolls; ink on silk,1774,1771,1774,Dapeng Zhengkun (Taihō Shōkon),Chinese,,1691.0,1774.0,https://images.metmuseum.org/CRDImages/as/original/DP276881.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP276881.jpg,Bamboo,"The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975",False,results_harvest_17_departments/met_metadata.csv,unknown,18th c. CE,drawing_paper
49179,Landscapes,Asian Art,Paintings,China,Album of eight leaves; ink and color on paper,ca. 1690,1680,1709,Shitao (Zhu Ruoji),Chinese,,1642.0,1707.0,https://images.metmuseum.org/CRDImages/as/original/DP162807.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP162807.jpg,Landscapes;Boats,"Bequest of John M. Crawford Jr., 1988",False,results_harvest_17_departments/met_metadata.csv,unknown,17th c. CE,drawing_paper
39901,Night-Shining White,Asian Art,Paintings,China,Handscroll; ink on paper,ca. 750,740,760,Han Gan,Chinese,,742.0,756.0,https://images.metmuseum.org/CRDImages/as/original/DP153705.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP153705.jpg,Horses,"Purchase, The Dillon Fund Gift, 1977",True,results_harvest_17_departments/met_metadata.csv,unknown,8th c. CE,drawing_paper
701293,Poems from the Pavilion of True Meaning,Asian Art,Calligraphy,China,Album of twenty-eight leaves; ink on paper,datable to 1663 or later,1663,1672,Zhou Lianggong,Chinese,,1612.0,1672.0,https://images.metmuseum.org/CRDImages/as/original/DP-13240-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-13240-001.jpg,Poetry;Calligraphy,"Gift of Julia and John Curtis, 2015",False,results_harvest_17_departments/met_metadata.csv,unknown,17th c. CE,drawing_paper
39931,Landscapes,Asian Art,Paintings,China,Album of twelve leaves; ink on paper,late 17th century,1667,1693,Dai Benxiao,Chinese,,1621.0,1693.0,https://images.metmuseum.org/CRDImages/as/original/DP160517.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP160517.jpg,Landscapes,"Purchase, The Dillon Fund Gift, 1989",False,results_harvest_17_departments/met_metadata.csv,unknown,17th c. CE,drawing_paper
45258,Bamboo in the Four Seasons,Asian Art,Paintings,Japan,"Pair of six-panel screens; ink, color, and gold leaf on paper",late 15th–early 16th century,1480,1525,Tosa Mitsunobu,Japanese,,1462.0,1525.0,https://images.metmuseum.org/CRDImages/as/original/DT1607.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DT1607.jpg,Bamboo,"The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975",False,results_harvest_17_departments/met_metadata.csv,unknown,15th c. CE,painting
53222,Musk Cat,Asian Art,Paintings,Japan,Hanging scroll; ink and color on paper,mid- to late 16th century,1550,1599,Uto Gyoshi,Japanese,,1550.0,1599.0,https://images.metmuseum.org/CRDImages/as/original/DP361166.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP361166.jpg,Animals;Birds;Flowers,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015",False,results_harvest_17_departments/met_metadata.csv,male,16th c. CE,drawing_paper
44918,Rough Waves,Asian Art,Paintings,Japan,"Two-panel folding screen; ink, color, and gold leaf on paper",ca. 1704–9,1694,1719,Ogata Kōrin,Japanese,,1658.0,1716.0,https://images.metmuseum.org/CRDImages/as/original/DT1615.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DT1615.jpg,Waves,"Fletcher Fund, 1926",True,results_harvest_17_departments/met_metadata.csv,unknown,17th c. CE,painting
73159,Portrait of Li Xiangjun,Asian Art,Paintings,China,Hanging scroll; ink and color on paper,dated 1817,1817,1817,Cui He,Chinese,,1800.0,1850.0,https://images.metmuseum.org/CRDImages/as/original/DP146997.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP146997.jpg,Fans;Portraits;Women,"The Lin Yutang Family Collection, Gift of Hsiang Ju Lin, in memory of Taiyi Lin Lai, 2005",False,results_harvest_17_departments/met_metadata.csv,unknown,19th c. CE,drawing_paper
816189,"”Abiding nowhere, the awakened mind arises”",Asian Art,Calligraphy,Japan,Hanging scroll; ink on paper,early to mid-14th century,1333,1350,Musō Soseki,Japanese,,1275.0,1351.0,https://images.metmuseum.org/CRDImages/as/original/DP-17101-002.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-17101-002.jpg,,"Mary and Cheney Cowles Collection, Gift of Mary and Cheney Cowles, 2018",True,results_harvest_17_departments/met_metadata.csv,unknown,14th c. CE,drawing_paper
53408,White Plum Blossoms and Moon,Asian Art,Paintings,Japan,Hanging scroll; ink and color on silk,1755,1755,1755,Itō Jakuchū,Japanese,,1716.0,1800.0,https://images.metmuseum.org/CRDImages/as/original/DP-12232-273.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-12232-273.jpg,Flowers;Trees,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015",False,results_harvest_17_departments/met_metadata.csv,unknown,18th c. CE,drawing_paper
53449,Six Jewel Rivers from Various Provinces,Asian Art,Prints,Japan,Six woodblock prints; ink and color on paper,1857,1857,1857,Utagawa Hiroshige,Japanese,,1797.0,1858.0,https://images.metmuseum.org/CRDImages/as/original/DP-13180-023.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-13180-023.jpg,Women;Rivers;Moon;Landscapes,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015",False,results_harvest_17_departments/met_metadata.csv,unknown,19th c. CE,drawing_paper
36131,Landscapes with poems,Asian Art,Paintings,China,Fifteen leaves from an album (1980.516.2a–c and 1981.4.1a–o) of eighteen leaves,1688,1688,1688,Gong Xian,Chinese,,1619.0,1689.0,https://images.metmuseum.org/CRDImages/as/original/1981_4_1a.jpg,https://images.metmuseum.org/CRDImages/as/web-large/1981_4_1a.jpg,Poetry;Landscapes,"Gift of Douglas Dillon, 1981",True,results_harvest_17_departments/met_metadata.csv,unknown,17th c. CE,other
76084,The Bodhisattva Jizō,Asian Art,Sculpture,Japan,"Japanese cypress wood (hinoki) with polychrome pigments, gold paint (kindei), cut gold leaf (kirikane), and rock-crystal eyes",1291,1291,1291,Intan,Japanese,,1200.0,1299.0,https://images.metmuseum.org/CRDImages/as/original/DP-14364-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-14364-001.jpg,,"Purchase, Florence and Herbert Irving Acquisitions Fund for Asian Art, Florence and Herbert Irving Acquisitions Fund, by exchange, The Miriam and Ira D. Wallach Foundation Fund, Brooke Russell Astor Bequest, and Fletcher Fund, 2023",True,results_harvest_17_departments/met_metadata.csv,unknown,13th c. CE,other
39668,"Old Trees, Level Distance",Asian Art,Paintings,China,Handscroll; ink and color on silk,ca. 1080,1070,1090,Guo Xi,Chinese,,1000.0,1090.0,https://images.metmuseum.org/CRDImages/as/original/DP167812_CRD.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP167812_CRD.jpg,Landscapes;Trees,"Gift of John M. Crawford Jr., in honor of Douglas Dillon, 1981",True,results_harvest_17_departments/met_metadata.csv,unknown,11th c. CE,drawing_paper
57206,Flower Baskets and Farmer's Hat,Asian Art,Paintings,Japan,"Album leaf; lacquer, ink, and silver leaf on paper",ca. 1880s,1880,1889,Shibata Zeshin,Japanese,,1807.0,1891.0,https://images.metmuseum.org/CRDImages/as/original/DP205543.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP205543.jpg,Hats;Baskets,"The Howard Mansfield Collection, Purchase, Rogers Fund, 1936",False,results_harvest_17_departments/met_metadata.csv,unknown,19th c. CE,drawing_paper
40080,Fragrant Snow at Broken Bridge,Asian Art,Paintings,China,Hanging scroll; ink on silk,14th century,1300,1359,Wang Mian,Chinese,,1287.0,1359.0,https://images.metmuseum.org/CRDImages/as/original/DP258037.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP258037.jpg,Trees,"Ex coll.: C. C. Wang Family, Purchase, Gift of J. Pierpont Morgan, by exchange, 1973",False,results_harvest_17_departments/met_metadata.csv,unknown,14th c. CE,drawing_paper
53458,Lingering Rain over Half the Village,Asian Art,Paintings,Japan,Folding fan mounted as a hanging scroll; ink on paper,ca. 1815–20,1700,1899,Urakami (Uragami) Gyokudō,Japanese,,1745.0,1820.0,https://images.metmuseum.org/CRDImages/as/original/DP-12232-210.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-12232-210.jpg,Mountains;Landscapes,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015",False,results_harvest_17_departments/met_metadata.csv,unknown,18th c. CE,drawing_paper
888663,Handscroll of Ten Homoerotic (Nanshoku) Scenes,Asian Art,Paintings,Japan,Handscroll; ink and colors on silk,early 18th century,1700,1733,Miyagawa Chōshun 宮川長春,Japanese,,1683.0,1753.0,https://images.metmuseum.org/CRDImages/as/original/DP-24890-002.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-24890-002.jpg,,"Rogers Fund, by exchange, 2022",False,results_harvest_17_departments/met_metadata.csv,unknown,18th c. CE,drawing_paper
36436,Landscapes,Asian Art,Paintings,China,Album of twelve leaves; ink and color on paper,dated 1644,1644,1644,Zhang Feng,Chinese,,1618.0,1662.0,https://images.metmuseum.org/CRDImages/as/original/DP162771.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP162771.jpg,Landscapes,"Edward Elliott Family Collection, Gift of Douglas Dillon, 1987",False,results_harvest_17_departments/met_metadata.csv,unknown,17th c. CE,drawing_paper
44634,Drunken Asaina,Asian Art,Paintings,Japan,Fan mounted as hanging scroll; ink and color on paper,ca. 1810,1800,1820,Katsushika Hokusai,Japanese,,1760.0,1849.0,https://images.metmuseum.org/CRDImages/as/original/DP-24853-002.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-24853-002.jpg,Drunkenness;Men,"Purchase, Friends of Asian Art Gifts, 1991",False,results_harvest_17_departments/met_metadata.csv,unknown,19th c. CE,drawing_paper
49467,Cat and Butterfly,Asian Art,Paintings,China,Hanging scroll; ink and color on paper,19th century,1823,1896,Xugu (Zhu Huairen),Chinese,,1823.0,1896.0,https://images.metmuseum.org/CRDImages/as/original/DP-30286-002.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-30286-002.jpg,Cats;Butterflies;Flowers,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",False,results_harvest_17_departments/met_metadata.csv,unknown,19th c. CE,drawing_paper
53427,Six Jewel Rivers,Asian Art,Paintings,Japan,"Six handscrolls; ink, color, and gold on silk",ca. 1839,1829,1849,Sakai Ōho,Japanese,,1808.0,1841.0,https://images.metmuseum.org/CRDImages/as/original/DT372445.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DT372445.jpg,Men;Rivers;Landscapes,"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015",False,results_harvest_17_departments/met_metadata.csv,unknown,19th c. CE,drawing_paper
752005,"Welcoming Descent of Amida, the Buddha of Infinite Light, and His Holy Retinue",Asian Art,Paintings,Japan,"Hanging scroll; ink, color, gold, and cut gold leaf (kirikane) on silk",14th century,1333,1392,Unidentified artist,,,,,https://images.metmuseum.org/CRDImages/as/original/DP-16218-019.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-16218-019.jpg,,"Gift of Sue Cassidy Clark, in honor of Barbara Brennan Ford, 2023",False,results_harvest_17_departments/met_metadata.csv,unknown,14th c. CE,drawing_paper
59025,Pavilion amongst Wintry Trees after Ni Zan,Asian Art,Paintings,China,Hanging scroll; ink on paper,dated 1661,1661,1661,Qi Zhijia,Chinese,,1627.0,1682.0,https://images.metmuseum.org/CRDImages/as/original/2000_665_1.jpg,https://images.metmuseum.org/CRDImages/as/web-large/2000_665_1.jpg,Landscapes,"Gift of Marie-Hélène and Guy A. Weill, 2000",False,results_harvest_17_departments/met_metadata.csv,unknown,17th c. CE,drawing_paper
860963,Mending clothes by daylight,Asian Art,Paintings,China,Hanging scroll; ink on paper,calligraphy datable to 1240s,1240,1249,Unidentified artist,,,,,https://images.metmuseum.org/CRDImages/as/original/DP-24412-002.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-24412-002.jpg,Men;Sewing,"Purchase, Robert Hatfield Ellsworth Bequest, 2022",False,results_harvest_17_departments/met_metadata.csv,unknown,13th c. CE,drawing_paper
41193,Crows in Old Trees,Asian Art,Paintings,China,Hanging scroll; ink and color on silk,early 14th century,1300,1330,Luo Zhichuan,Chinese,,1290.0,1340.0,https://images.metmuseum.org/CRDImages/as/original/DP154100.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP154100.jpg,Birds;Trees,"Ex coll.: C. C. Wang Family, Purchase, Gift of J. Pierpont Morgan, by exchange, 1973",False,results_harvest_17_departments/met_metadata.csv,unknown,14th c. CE,drawing_paper
663886,Portrait of Yinyuan Longqi (Ingen Ryūki),Asian Art,Paintings,Japan,Hanging scroll; ink and color on paper,1676,1676,1676,unidentified artist,,,,,https://images.metmuseum.org/CRDImages/as/original/DP355576.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP355576.jpg,Men;Portraits;Poets,"Purchase, Brooke Russell Astor Bequest, 2015",False,results_harvest_17_departments/met_metadata.csv,unknown,17th c. CE,drawing_paper
49156,"The Kangxi Emperor's Southern Inspection Tour, Scroll Three: Ji'nan to Mount Tai",Asian Art,Paintings,China,Handscroll; ink and color on silk,datable to 1698,1698,1698,Wang Hui,Chinese,,1632.0,1717.0,https://images.metmuseum.org/CRDImages/as/original/DP105303_CRD.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP105303_CRD.jpg,Mountains;Landscapes,"Purchase, The Dillon Fund Gift, 1979",True,results_harvest_17_departments/met_metadata.csv,unknown,17th c. CE,drawing_paper
49177,Outing to Zhang Gong's Grotto,Asian Art,Paintings,China,Handscroll; ink and color on paper,ca. 1700,1690,1707,Shitao (Zhu Ruoji),Chinese,,1642.0,1707.0,https://images.metmuseum.org/CRDImages/as/original/DP204906_CRD.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP204906_CRD.jpg,Landscapes;Trees,"Purchase, The Dillon Fund Gift, 1982",False,results_harvest_17_departments/met_metadata.csv,unknown,17th c. CE,drawing_paper
65555,Landscapes,Asian Art,Paintings,China,Album of eight paintings; ink and color on paper,dated 1668,1668,1668,Xiao Yuncong,Chinese,,1596.0,1673.0,https://images.metmuseum.org/CRDImages/as/original/DP164311.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP164311.jpg,Rivers;Landscapes,"Gift of Florence and Herbert Irving Collection, in memory of Douglas Dillon, 2003",False,results_harvest_17_departments/met_metadata.csv,unknown,17th c. CE,drawing_paper
49456,Herbaceous Peony,Asian Art,Paintings,China,Folding fan mounted as an album leaf; ink and color on gold paper,,1823,1886,Hu Yuan,Chinese,,1823.0,1886.0,https://images.metmuseum.org/CRDImages/as/original/DP161405.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP161405.jpg,Peonies,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",False,results_harvest_17_departments/met_metadata.csv,unknown,19th c. CE,drawing_paper
49187,Wangchuan Villa,Asian Art,Paintings,China,Handscroll; ink and color on paper,dated 1711,1711,1711,Wang Yuanqi,Chinese,,1642.0,1715.0,https://images.metmuseum.org/CRDImages/as/original/DP214271_CRD.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP214271_CRD.jpg,Mountains;Landscapes;Boats,"Ex coll.: C. C. Wang Family, Purchase, Douglas Dillon Gift, 1977",False,results_harvest_17_departments/met_metadata.csv,unknown,18th c. CE,drawing_paper
705076,Drawings and Poems by Various Artists,Asian Art,Paintings,Japan,Hanging scroll; ink and color on silk,ca. 1814,1804,1824,Shokusanjin (Ōta Nanpo),Japanese,,1749.0,1823.0,https://images.metmuseum.org/CRDImages/as/original/DP-27349-002.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-27349-002.jpg,,"Fishbein-Bender Collection, Gift of T. Richard Fishbein and Estelle P. Bender, in celebration of the Museum’s 150th Anniversary, 2019",False,results_harvest_17_departments/met_metadata.csv,unknown,19th c. CE,drawing_paper
49173,Returning Home,Asian Art,Paintings,China,Album of twelve leaves; ink and color on paper,ca. 1695,1685,1715,Shitao (Zhu Ruoji),Chinese,,1642.0,1707.0,https://images.metmuseum.org/CRDImages/as/original/DP143725_CRD.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP143725_CRD.jpg,Landscapes;Boats,"From the P. Y. and Kinmay W. Tang Family, Gift of Wen and Constance Fong, in honor of Mr. and Mrs. Douglas Dillon, 1976",False,results_harvest_17_departments/met_metadata.csv,unknown,17th c. CE,drawing_paper
49241,Ink bamboo,Asian Art,Paintings,China,Hanging scroll; ink on paper,dated 1749,1749,1749,Li Shan,Chinese,,1686.0,1756.0,https://images.metmuseum.org/CRDImages/as/original/DP-36017-002.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-36017-002.jpg,Bamboo,"Bequest of John M. Crawford Jr., 1988",False,results_harvest_17_departments/met_metadata.csv,unknown,18th c. CE,drawing_paper
57344,White Poppies on Gold Ground,Asian Art,Paintings,Japan,Six-panel folding screen; color on paper,,1615,1868,Ogata Kōrin,Japanese,,1658.0,1716.0,https://images.metmuseum.org/CRDImages/as/original/DP-27193-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-27193-001.jpg,Poppies,"H. O. Havemeyer Collection, Gift of Horace Havemeyer, 1949",False,results_harvest_17_departments/met_metadata.csv,unknown,17th c. CE,painting
57805,"Random Sketches by Hokusai, Volume 12",Asian Art,Illustrated Books,Japan,Woodblock printed book; ink and color on paper,1834,1834,1834,Katsushika Hokusai,Japanese,,1760.0,1849.0,https://images.metmuseum.org/CRDImages/as/original/JIB_112_Preface 1_sf.JPG,https://images.metmuseum.org/CRDImages/as/web-large/JIB_112_Preface 1_sf.JPG,,"The Howard Mansfield Collection, Gift of Howard Mansfield, 1936",False,results_harvest_17_departments/met_metadata.csv,unknown,19th c. CE,drawing_paper
41057,Woman Admiring Plum Blossoms at Night,Asian Art,Prints,Japan,Woodblock print (nishiki-e) with embossing (karazuri); ink and color on paper,ca. 1766,1756,1770,Suzuki Harunobu 鈴木春信,Japanese,,1725.0,1770.0,https://images.metmuseum.org/CRDImages/as/original/DP114890.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP114890.jpg,Women;Flowers;Night;Lanterns,"Fletcher Fund, 1929",False,results_harvest_17_departments/met_metadata.csv,unknown,18th c. CE,drawing_paper
57569,Picture Book of Crawling Creatures (The Insect Book) (Ehon mushi erami) 画本虫撰,Asian Art,Illustrated Books,Japan,One from a set of two polychrome woodblock printed books; ink and color on paper,probably 1823 (later edition),1823,1823,Kitagawa Utamaro 喜多川歌麿,Japanese,,1754.0,1806.0,https://images.metmuseum.org/CRDImages/as/original/JIB44a_005_crd.jpg,https://images.metmuseum.org/CRDImages/as/web-large/JIB44a_005_crd.jpg,Insects;Flowers,"Rogers Fund, 1918",False,results_harvest_17_departments/met_metadata.csv,unknown,19th c. CE,drawing_paper
