specification,n,male_inferred_coefficient,male_inferred_p_value,r_squared
primary,60,-0.05571853588295776,0.1723879137586909,0.3483330777759258
exclude_sculpture,60,-0.05571853588295776,0.1723879137586909,0.3483330777759258
pool_sculpture_with_other,60,-0.05571853588295776,0.1723879137586909,0.3483330777759258
