specification,n,male_inferred_coefficient,male_inferred_p_value,r_squared
primary,60,-0.026655177560126798,0.4022944034281428,0.8057850471860931
exclude_sculpture,60,-0.026655177560126798,0.4022944034281428,0.8057850471860931
pool_sculpture_with_other,60,-0.026655177560126798,0.4022944034281428,0.8057850471860931
